# species: Homo sapiens
# support: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
# associations retrieved on: 2014-07-24 13:56:44-04
# gofunc built on: 2013-10-27 21:51:15.890197-04
# gene associations file: ftp://ftp.geneontology.org/pub/go/gene-associations/gene_association.goa_human.gz
#   revision: 0
#   downloaded on: 2013-10-27 16:13:44-04
# GO DAG files from: http://archive.geneontology.org/latest-full/go_201310-assocdb-tables.tar.gz
#   downloaded on: 2013-10-17 16:47:31-04
# translation required: yes
# translation info:
#   authority: ensembl
#     synergizer db built on: 2012-02-05 16:36:50.758813-05
#     synergizer db built from: Ensembl Genes 65 / Ensembl Metazoa Genes 12 / Ensembl Plants Genes 10
#   namespace: ensembl_gene_id
#   coverage: 99.6%
# size of "genespace": 3279
# number of attributes: 10471
# NOTE: these associations have been restricted to the genes included
# in the user-supplied gene space.
# NOTE: the last record consists of all the entities in the
# "genespace" that are not associated with any attribute (for
# the requested support).
# Original number of entities in query: 415
# Number of entities in query: 415
# Total number of entities: 3279
# Total number of attributes: 10471
# Original total number of attributes: 17521
# Translation required: yes
# Translation coverage: 0.995851
# Mode: unordered
# Number of simulations: 1000
# Adjusted P-value cutoff: 0.05
# Over/under: over
# Evidence codes: EXP, IMP, ISS, ISM, TAS, IEA, IBA, IRD, IDA, IGI, ISO, IGC, NAS, IBD, IPI, IEP, ISA, RCA, IC, IKR
OVERREPRESENTED ATTRIBUTES
N	X	LOD	P	P_adj	attrib ID	attrib name
29	30	2.16347844611749	1.02336603173844e-25	<0.001	GO:0022625	cytosolic large ribosomal subunit
46	49	2.01236421605324	6.75763023459312e-39	<0.001	GO:0022626	cytosolic ribosome
17	18	1.92341565134783	6.53297010296989e-15	<0.001	GO:0022627	cytosolic small ribosomal subunit
46	51	1.81576592154756	6.79639962354952e-37	<0.001	GO:0006415	translational termination
51	58	1.73103467206282	1.30865843311703e-39	<0.001	GO:0006414	translational elongation
11	13	1.51258480108123	7.2806571958065e-09	<0.001	GO:0001731	formation of translation preinitiation complex
10	12	1.47200392719867	4.98020447429144e-08	<0.001	GO:0033290	eukaryotic 48S preinitiation complex
50	64	1.43395703992996	8.06706744139552e-34	<0.001	GO:0006614	SRP-dependent cotranslational protein targeting to membrane
50	65	1.40484095996434	3.10692288676454e-33	<0.001	GO:0006613	cotranslational protein targeting to membrane
50	67	1.35182968088963	3.98954081769169e-32	<0.001	GO:0045047	protein targeting to ER
50	67	1.35182968088963	3.98954081769169e-32	<0.001	GO:0072599	establishment of protein localization to endoplasmic reticulum
10	13	1.3257241464169	1.91428473050649e-07	<0.001	GO:0005852	eukaryotic translation initiation factor 3 complex
10	13	1.3257241464169	1.91428473050649e-07	<0.001	GO:0016282	eukaryotic 43S preinitiation complex
10	13	1.3257241464169	1.91428473050649e-07	<0.001	GO:0070993	translation preinitiation complex
29	39	1.31701326599658	7.22965402311739e-19	<0.001	GO:0015934	large ribosomal subunit
50	69	1.30452797540661	4.32255148655851e-31	<0.001	GO:0043624	cellular protein complex disassembly
64	90	1.29347740990405	5.80728527871782e-39	<0.001	GO:0006413	translational initiation
51	71	1.29236177343523	2.12639394372857e-31	<0.001	GO:0070972	protein localization to endoplasmic reticulum
9	12	1.28118876125289	1.18943515730447e-06	<0.001	GO:0042274	ribosomal small subunit biogenesis
48	69	1.24189916785463	1.53081800033178e-28	<0.001	GO:0000184	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay
53	80	1.18264894748513	8.170824624462e-30	<0.001	GO:0006612	protein targeting to membrane
49	75	1.16037424458105	3.62349290456514e-27	<0.001	GO:0019083	viral transcription
48	74	1.15032741980667	2.0707786723362e-26	<0.001	GO:0044391	ribosomal subunit
49	77	1.12846914784863	2.21332914263973e-26	<0.001	GO:0019080	viral genome expression
52	82	1.1278315101911	7.32140527011312e-28	<0.001	GO:0043241	protein complex disassembly
53	86	1.09601753003992	1.71273033351851e-27	<0.001	GO:0032984	macromolecular complex disassembly
51	87	1.03937301500715	5.21114421505547e-25	<0.001	GO:0044445	cytosolic part
56	103	0.969519868193815	3.94300335858312e-25	<0.001	GO:0090150	establishment of protein localization to membrane
47	88	0.942995812790602	9.80833892825793e-21	<0.001	GO:0003735	structural constituent of ribosome
19	35	0.928923699287688	3.48082169490387e-09	<0.001	GO:0015935	small ribosomal subunit
58	112	0.926266907297395	1.49013235601023e-24	<0.001	GO:0072657	protein localization to membrane
57	112	0.909514737994054	1.23974356232689e-23	<0.001	GO:0006402	mRNA catabolic process
54	106	0.907221428359555	1.95047445122658e-22	<0.001	GO:0000956	nuclear-transcribed mRNA catabolic process
57	118	0.864004129344908	3.63474440678422e-22	<0.001	GO:0019058	viral life cycle
60	126	0.855019435526328	6.66123376946607e-23	<0.001	GO:0006401	RNA catabolic process
53	116	0.813662672625827	3.02920991195975e-19	<0.001	GO:0005840	ribosome
63	151	0.752169011075318	3.22600715587722e-20	<0.001	GO:0022411	cellular component disassembly
15	34	0.751853156331861	5.02692422816692e-06	0.005	GO:0050851	antigen receptor-mediated signaling pathway
407	3005	0.691683179565415	4.75046096342459e-09	<0.001	GO:0005623	cell
407	3005	0.691683179565415	4.75046096342459e-09	<0.001	GO:0044464	cell part
17	42	0.689311415539686	4.92165157908141e-06	0.004	GO:0008135	translation factor activity, nucleic acid binding
96	265	0.681526084474928	2.66168156479442e-25	<0.001	GO:0006412	translation
18	45	0.681437771781441	3.1564354169982e-06	0.002	GO:0030098	lymphocyte differentiation
60	158	0.679410213639243	6.9928871249351e-17	<0.001	GO:0005198	structural molecule activity
15	39	0.65195788699878	3.71241509731826e-05	0.036	GO:0006446	regulation of translational initiation
66	186	0.636850653428151	9.69251697417918e-17	<0.001	GO:0072594	establishment of protein localization to organelle
81	242	0.610515333880656	1.02945125061585e-18	<0.001	GO:0044802	single-organism membrane organization
407	3051	0.601773709810557	8.59640136773576e-07	<0.001	GO:0005575	cellular_component
65	194	0.596320228385323	4.598073509581e-15	<0.001	GO:0006605	protein targeting
83	256	0.590589730869293	3.41891687374379e-18	<0.001	GO:0061024	membrane organization
23	66	0.589218998841888	2.33444766342908e-06	0.002	GO:0002521	leukocyte differentiation
73	225	0.581726666429532	5.19305254737634e-16	<0.001	GO:0033365	protein localization to organelle
20	59	0.569105589229516	1.73909694450604e-05	0.015	GO:0002429	immune response-activating cell surface receptor signaling pathway
101	342	0.544809325914771	6.95322927237182e-19	<0.001	GO:0030529	ribonucleoprotein complex
399	2906	0.538067943880748	7.04755863362343e-09	<0.001	GO:0008150	biological_process
95	328	0.526091827180075	4.51888877426531e-17	<0.001	GO:0016032	viral process
95	328	0.526091827180075	4.51888877426531e-17	<0.001	GO:0044764	multi-organism cellular process
399	2922	0.515420238383951	3.70166584760582e-08	<0.001	GO:0003674	molecular_function
124	455	0.51376816822262	3.8368212276192e-20	<0.001	GO:0043933	macromolecular complex subunit organization
104	373	0.509320503143995	1.9854036625459e-17	<0.001	GO:0071822	protein complex subunit organization
95	339	0.504280638307883	5.17637807567803e-16	<0.001	GO:0044403	symbiosis, encompassing mutualism through parasitism
95	339	0.504280638307883	5.17637807567803e-16	<0.001	GO:0044419	interspecies interaction between organisms
390	2764	0.500147695577294	1.47949896737652e-10	<0.001	GO:0009987	cellular process
25	84	0.488412449531562	2.09839955739439e-05	0.019	GO:0071826	ribonucleoprotein complex subunit organization
24	81	0.485086238214435	3.33997694713904e-05	0.036	GO:0022618	ribonucleoprotein complex assembly
83	301	0.483115282865325	1.61438542397461e-13	<0.001	GO:0006886	intracellular protein transport
86	319	0.471077177985951	2.20834991287657e-13	<0.001	GO:0034655	nucleobase-containing compound catabolic process
399	2955	0.465642210742809	9.78891274924471e-07	<0.001	GO:0044424	intracellular part
88	332	0.461837266948997	3.1931677391131e-13	<0.001	GO:0016482	cytoplasmic transport
86	327	0.455124621981612	1.03750535531039e-12	<0.001	GO:0046700	heterocycle catabolic process
30	107	0.454188630509717	1.17421000779557e-05	0.011	GO:0006417	regulation of translation
96	372	0.451409484526531	1.21339233228615e-13	<0.001	GO:0016071	mRNA metabolic process
86	329	0.451211585033875	1.51016370313602e-12	<0.001	GO:0044270	cellular nitrogen compound catabolic process
86	331	0.447327594859763	2.18843477167126e-12	<0.001	GO:0019439	aromatic compound catabolic process
399	2967	0.446377967076029	3.0553044200994e-06	0.002	GO:0005622	intracellular
87	336	0.44595685353056	1.94264864538623e-12	<0.001	GO:1901361	organic cyclic compound catabolic process
377	2618	0.435753941069457	9.15439041277521e-11	<0.001	GO:0005488	binding
81	317	0.432638322916748	2.90322985039372e-11	<0.001	GO:0044265	cellular macromolecule catabolic process
42	158	0.428868139838606	9.42668756128938e-07	<0.001	GO:0022613	ribonucleoprotein complex biogenesis
95	381	0.428417847168235	1.66960126811458e-12	<0.001	GO:0034613	cellular protein localization
95	383	0.425059667034253	2.3489687998383e-12	<0.001	GO:0070727	cellular macromolecule localization
105	438	0.411472948591404	1.21721932333217e-12	<0.001	GO:0003723	RNA binding
107	450	0.407885526981947	1.22114174757731e-12	<0.001	GO:0051704	multi-organism process
86	357	0.399277106939524	1.8655899848144e-10	<0.001	GO:0009057	macromolecule catabolic process
116	530	0.361659270599064	4.31440809216126e-11	<0.001	GO:0046907	intracellular transport
107	491	0.351796183117118	4.46355859914004e-10	<0.001	GO:0045184	establishment of protein localization
190	990	0.338201984753061	5.13356416854422e-13	<0.001	GO:0005829	cytosol
47	208	0.334009964674318	2.75009243082264e-05	0.028	GO:0034622	cellular macromolecular complex assembly
180	931	0.333559562018872	1.85898274676333e-12	<0.001	GO:0009059	macromolecule biosynthetic process
102	479	0.333332453677594	5.34368695290556e-09	<0.001	GO:0015031	protein transport
205	1100	0.331850121000511	6.43668696652976e-13	<0.001	GO:0010467	gene expression
118	569	0.328220928786741	1.16609219834832e-09	<0.001	GO:0008104	protein localization
182	952	0.327283705533163	3.96277574201338e-12	<0.001	GO:0044267	cellular protein metabolic process
193	1025	0.326997266125728	2.24331877597228e-12	<0.001	GO:0019538	protein metabolic process
126	617	0.324307671334606	7.10379949654629e-10	<0.001	GO:0051649	establishment of localization in cell
176	919	0.322801255217921	1.07345222833594e-11	<0.001	GO:0034645	cellular macromolecule biosynthetic process
51	231	0.322495898444777	2.41092449149834e-05	0.02	GO:0048584	positive regulation of response to stimulus
281	1734	0.30802196122543	4.11423818527035e-11	<0.001	GO:0043170	macromolecule metabolic process
134	680	0.306860819097163	2.11750013260301e-09	<0.001	GO:0051641	cellular localization
74	354	0.303209235642271	2.47385343527227e-06	0.002	GO:0065003	macromolecular complex assembly
120	603	0.302883669122202	1.22689867568781e-08	<0.001	GO:0032774	RNA biosynthetic process
142	733	0.301597743252257	1.88456527438409e-09	<0.001	GO:0003676	nucleic acid binding
225	1292	0.2995525815602	4.57037838790554e-11	<0.001	GO:0032991	macromolecular complex
353	2471	0.299510744512879	2.01763088414993e-07	<0.001	GO:0005737	cytoplasm
172	931	0.293117601416119	6.49526924342983e-10	<0.001	GO:0043228	non-membrane-bounded organelle
172	931	0.293117601416119	6.49526924342983e-10	<0.001	GO:0043232	intracellular non-membrane-bounded organelle
268	1646	0.292910412820557	1.97804053145565e-10	<0.001	GO:0044260	cellular macromolecule metabolic process
130	672	0.291560379237545	1.52335312162254e-08	<0.001	GO:0044765	single-organism transport
127	655	0.290885160995111	2.11550870962444e-08	<0.001	GO:0033036	macromolecule localization
179	992	0.281947271870561	1.81839373102495e-09	<0.001	GO:0051179	localization
170	940	0.275980608512329	5.72765363826724e-09	<0.001	GO:0016070	RNA metabolic process
93	478	0.270621622141384	2.87927873117145e-06	0.002	GO:0048583	regulation of response to stimulus
131	702	0.268325991831388	1.43054712542459e-07	<0.001	GO:0034654	nucleobase-containing compound biosynthetic process
322	2185	0.268039664638505	1.29307101549333e-07	<0.001	GO:0071704	organic substance metabolic process
331	2281	0.264664578955725	4.20897420980621e-07	<0.001	GO:0008152	metabolic process
316	2131	0.264536823277157	1.15122890067288e-07	<0.001	GO:0044238	primary metabolic process
114	607	0.261254142181971	9.80945109276556e-07	<0.001	GO:0044248	cellular catabolic process
115	616	0.258022177171901	1.19751248924192e-06	0.001	GO:0071702	organic substance transport
120	646	0.257968560416631	8.2935559459468e-07	<0.001	GO:1901575	organic substance catabolic process
214	1275	0.257348394195979	1.39304602583522e-08	<0.001	GO:1901363	heterocyclic compound binding
156	872	0.257296142984549	9.37949885421759e-08	<0.001	GO:0051234	establishment of localization
186	1076	0.255719360544727	3.18858658529274e-08	<0.001	GO:0090304	nucleic acid metabolic process
154	862	0.254866398456052	1.34119195926352e-07	<0.001	GO:0006810	transport
133	730	0.253672199657094	5.05837535357372e-07	<0.001	GO:0018130	heterocycle biosynthetic process
132	724	0.253478352255765	5.48920646627021e-07	<0.001	GO:0019438	aromatic compound biosynthetic process
316	2149	0.252738951620197	4.10001190806124e-07	<0.001	GO:0044237	cellular metabolic process
214	1283	0.25215686659816	2.6183716842641e-08	<0.001	GO:0097159	organic cyclic compound binding
97	519	0.247903038132267	1.08138147405453e-05	0.011	GO:0044085	cellular component biogenesis
196	1159	0.247172640889435	6.49153444734318e-08	<0.001	GO:0044249	cellular biosynthetic process
200	1196	0.241682901608601	1.11616211172782e-07	<0.001	GO:1901576	organic substance biosynthetic process
191	1133	0.240537422560938	1.54920352945106e-07	<0.001	GO:0016043	cellular component organization
299	2009	0.239341760095406	5.96274760988474e-07	<0.001	GO:0044444	cytoplasmic part
132	740	0.238837570333982	2.08815316341135e-06	0.002	GO:0044271	cellular nitrogen compound biosynthetic process
201	1212	0.235874457215144	2.1058991946514e-07	<0.001	GO:0009058	biosynthetic process
122	682	0.234529078646465	5.41788926823305e-06	0.007	GO:0009056	catabolic process
134	759	0.23316763790233	3.09534217766362e-06	0.002	GO:1901362	organic cyclic compound biosynthetic process
108	598	0.232517780275183	1.52572086879622e-05	0.013	GO:0010556	regulation of macromolecule biosynthetic process
217	1339	0.230685187286208	3.07633264495269e-07	<0.001	GO:0006139	nucleobase-containing compound metabolic process
197	1191	0.230468583729808	4.10697525758119e-07	<0.001	GO:0071840	cellular component organization or biogenesis
309	2126	0.223990657688638	4.75621348359333e-06	0.004	GO:0044699	single-organism process
296	2006	0.223927651148239	2.55769508367775e-06	0.002	GO:0005515	protein binding
293	1988	0.218174448914149	4.01195149617901e-06	0.003	GO:0044763	single-organism cellular process
112	637	0.217544156200043	3.65891379863495e-05	0.036	GO:0010468	regulation of gene expression
219	1380	0.214394893634337	1.77245567288283e-06	0.001	GO:0046483	heterocycle metabolic process
148	873	0.214077541342181	8.83381042857658e-06	0.01	GO:0060255	regulation of macromolecule metabolic process
218	1373	0.213983496661447	1.85958637777737e-06	0.001	GO:0006725	cellular aromatic compound metabolic process
224	1439	0.201644923736709	6.42734836546401e-06	0.007	GO:0034641	cellular nitrogen compound metabolic process
221	1416	0.201490967835958	6.56633202816412e-06	0.007	GO:1901360	organic cyclic compound metabolic process
281	1914	0.198071392212604	1.86926800672834e-05	0.016	GO:0044422	organelle part
279	1904	0.193508718117362	2.70495260972487e-05	0.026	GO:0044446	intracellular organelle part
241	1598	0.186639186343637	2.85869396321904e-05	0.029	GO:0050789	regulation of biological process
