TERM1	INTERACTION	TERM2	KAPPA_SIMILARITY
GO:0070161	kappa	GO:0001944	0.024
GO:0070161	kappa	GO:0090257	0.042
GO:0070161	kappa	GO:0002764	0.022
GO:0070161	kappa	GO:0001653	0.0061
GO:0070161	kappa	GO:0005576	-0.017
GO:0070161	kappa	GO:0002455	-0.011
GO:0070161	kappa	GO:0051050	0.0052
GO:0070161	kappa	GO:0018108	0.044
GO:0070161	kappa	GO:0001655	0.034
GO:0070161	kappa	GO:0050865	-0.0022
GO:0070161	kappa	GO:0032940	0.011
GO:0070161	kappa	GO:0060090	0.029
GO:0070161	kappa	GO:0040011	0.084
GO:0070161	kappa	GO:0072507	0.004
GO:0070161	kappa	GO:0016323	0.064
GO:0070161	kappa	GO:0005615	-0.04
GO:0070161	kappa	GO:0016477	0.079
GO:0070161	kappa	GO:0034329	0.28
GO:0070161	kappa	GO:0071944	0.027
GO:0070161	kappa	GO:0070371	0.038
GO:0070161	kappa	GO:0051480	0.01
GO:0070161	kappa	GO:0004713	0.062
GO:0070161	kappa	GO:0072001	0.041
GO:0070161	kappa	GO:0006959	-0.02
GO:0070161	kappa	GO:0004364	-0.0059
GO:0070161	kappa	GO:0005912	0.98
GO:0070161	kappa	GO:0008015	0.03
GO:0070161	kappa	GO:0002757	0.037
GO:0070161	kappa	GO:0051146	0.0014
GO:0070161	kappa	GO:0035272	0.027
GO:0070161	kappa	GO:0050803	0.026
GO:0070161	kappa	GO:0003008	0.02
GO:0070161	kappa	GO:0030674	0.032
GO:0070161	kappa	GO:0004930	-0.0093
GO:0070161	kappa	GO:0006937	0.049
GO:0070161	kappa	GO:0005923	0.065
GO:0070161	kappa	GO:0043296	0.15
GO:0070161	kappa	GO:0008528	0.0061
GO:0070161	kappa	GO:0019199	-0.0095
GO:0070161	kappa	GO:0060089	0.0042
GO:0070161	kappa	GO:0044459	0.028
GO:0070161	kappa	GO:0030595	0.0037
GO:0070161	kappa	GO:0034330	0.28
GO:0070161	kappa	GO:0031589	0.14
GO:0070161	kappa	GO:0005578	-0.021
GO:0070161	kappa	GO:0002684	0.016
GO:0070161	kappa	GO:0022603	0.053
GO:0070161	kappa	GO:0009986	0.0095
GO:0070161	kappa	GO:0042692	0.0065
GO:0070161	kappa	GO:0040012	0.069
GO:0070161	kappa	GO:0043410	0.046
GO:0070161	kappa	GO:0070374	0.013
GO:0070161	kappa	GO:0022612	0.038
GO:0001763	kappa	GO:0050707	0.022
GO:0001763	kappa	GO:0019932	0.04
GO:0001763	kappa	GO:0051272	0.13
GO:0001763	kappa	GO:0048870	0.086
GO:0001763	kappa	GO:0006935	0.076
GO:0001763	kappa	GO:0005516	-0.022
GO:0001763	kappa	GO:0006874	0.068
GO:0001763	kappa	GO:0005886	0.006
GO:0001763	kappa	GO:0050776	0.019
GO:0001763	kappa	GO:0031012	0.028
GO:0001763	kappa	GO:0019955	0.0099
GO:0001763	kappa	GO:0004867	0.015
GO:0001763	kappa	GO:0050900	0.067
GO:0001763	kappa	GO:0004872	0.051
GO:0001763	kappa	GO:0055002	0.16
GO:0001763	kappa	GO:0042330	0.076
GO:0001763	kappa	GO:0002682	0.042
GO:0001763	kappa	GO:0005509	0.004
GO:0001763	kappa	GO:0003013	0.036
GO:0001763	kappa	GO:0055001	0.17
GO:0001763	kappa	GO:0002009	0.6
GO:0001763	kappa	GO:0016324	-0.0044
GO:0001763	kappa	GO:0030054	0.011
GO:0001763	kappa	GO:0009581	0.051
GO:0001763	kappa	GO:0002429	0.0075
GO:0001763	kappa	GO:0015026	0.067
GO:0001763	kappa	GO:2000147	0.13
GO:0001763	kappa	GO:0060326	0.079
GO:0001763	kappa	GO:0005911	0.05
GO:0001763	kappa	GO:0044420	0.029
GO:0001763	kappa	GO:0004888	0.052
GO:0001763	kappa	GO:0003823	-0.013
GO:0001763	kappa	GO:0019724	0.012
GO:0001763	kappa	GO:0004714	0.063
GO:0001763	kappa	GO:0050866	0.027
GO:0001763	kappa	GO:0050867	0.021
GO:0001763	kappa	GO:0070372	0.096
GO:0001763	kappa	GO:0014066	0.083
GO:0001763	kappa	GO:2000145	0.1
GO:0001763	kappa	GO:0043062	0.13
GO:0001763	kappa	GO:0007631	-0.0069
GO:0001763	kappa	GO:0050778	-0.0078
GO:0001763	kappa	GO:0004950	0.02
GO:0001763	kappa	GO:0038023	0.059
GO:0001763	kappa	GO:0050663	0.036
GO:0001763	kappa	GO:0002253	-0.0096
GO:0001763	kappa	GO:0051270	0.1
GO:0001763	kappa	GO:0007416	0.016
GO:0001763	kappa	GO:0072376	-0.01
GO:0001763	kappa	GO:0032101	0.055
GO:0001763	kappa	GO:0030334	0.12
GO:0001763	kappa	GO:1901681	0.051
GO:0001763	kappa	GO:0050808	0.075
GO:0001763	kappa	GO:0045202	0.022
GO:0001763	kappa	GO:0030155	0.12
GO:0001763	kappa	GO:0007186	0.03
GO:0001763	kappa	GO:0005201	-0.0052
GO:0001763	kappa	GO:0061138	0.99
GO:0001763	kappa	GO:0006955	0.016
GO:0001763	kappa	GO:0007528	0.06
GO:0001763	kappa	GO:0002675	0.022
GO:0001763	kappa	GO:0043616	0.098
GO:0001763	kappa	GO:0072503	0.063
GO:0001763	kappa	GO:0051674	0.086
GO:0001763	kappa	GO:0048747	0.14
GO:0001763	kappa	GO:0019838	0.065
GO:0001763	kappa	GO:0040017	0.13
GO:0001763	kappa	GO:0071346	0.025
GO:0001763	kappa	GO:0045216	0.082
GO:0001763	kappa	GO:0051046	0.019
GO:0001763	kappa	GO:0005178	0.08
GO:0001763	kappa	GO:0005887	0.013
GO:0001763	kappa	GO:0005913	0.034
GO:0001763	kappa	GO:0051249	0.035
GO:0001763	kappa	GO:0004871	0.04
GO:0001763	kappa	GO:0060333	0.031
GO:0001763	kappa	GO:0070160	0.002
GO:0001763	kappa	GO:0016337	0.098
GO:0001763	kappa	GO:0048729	0.52
GO:0001763	kappa	GO:0014068	0.096
GO:0001763	kappa	GO:0002250	0.024
GO:0001763	kappa	GO:0001637	0.02
GO:0001763	kappa	GO:0002768	0.03
GO:0001763	kappa	GO:0030198	0.13
GO:0001763	kappa	GO:0050851	-0.00029
GO:0001763	kappa	GO:0031032	0.033
GO:0001763	kappa	GO:0031226	0.012
GO:0001763	kappa	GO:0007600	0.037
GO:0001763	kappa	GO:0055074	0.065
GO:0001763	kappa	GO:0001944	0.17
GO:0001763	kappa	GO:0090257	0.046
GO:0001763	kappa	GO:0002764	0.019
GO:0001763	kappa	GO:0001653	0.013
GO:0001763	kappa	GO:0005576	0.031
GO:0001763	kappa	GO:0002455	0.011
GO:0001763	kappa	GO:0051050	0.042
GO:0001763	kappa	GO:0018108	0.077
GO:0001763	kappa	GO:0001655	0.31
GO:0001763	kappa	GO:0050865	0.035
GO:0001763	kappa	GO:0032940	0.023
GO:0001763	kappa	GO:0060090	0.019
GO:0001763	kappa	GO:0040011	0.075
GO:0001763	kappa	GO:0072507	0.061
GO:0001763	kappa	GO:0016323	0.11
GO:0001763	kappa	GO:0005615	0.069
GO:0001763	kappa	GO:0016477	0.097
GO:0001763	kappa	GO:0034329	0.09
GO:0001763	kappa	GO:0071944	0.0045
GO:0001763	kappa	GO:0070371	0.13
GO:0001763	kappa	GO:0051480	0.08
GO:0001763	kappa	GO:0004713	0.032
GO:0001763	kappa	GO:0072001	0.29
GO:0001763	kappa	GO:0006959	0.033
GO:0001763	kappa	GO:0004364	-0.0056
GO:0001763	kappa	GO:0005912	0.045
GO:0001763	kappa	GO:0008015	0.037
GO:0001763	kappa	GO:0002757	-0.0079
GO:0001763	kappa	GO:0051146	0.13
GO:0001763	kappa	GO:0035272	0.18
GO:0001763	kappa	GO:0050803	0.016
GO:0001763	kappa	GO:0003008	0.052
GO:0001763	kappa	GO:0030674	0.021
GO:0001763	kappa	GO:0004930	-0.0029
GO:0001763	kappa	GO:0006937	0.036
GO:0001763	kappa	GO:0005923	0.002
GO:0001763	kappa	GO:0043296	0.032
GO:0001763	kappa	GO:0008528	0.013
GO:0001763	kappa	GO:0019199	0.058
GO:0001763	kappa	GO:0060089	0.04
GO:0001763	kappa	GO:0044459	0.018
GO:0001763	kappa	GO:0030595	0.062
GO:0001763	kappa	GO:0034330	0.081
GO:0001763	kappa	GO:0031589	0.13
GO:0001763	kappa	GO:0005578	0.032
GO:0001763	kappa	GO:0002684	-0.0015
GO:0001763	kappa	GO:0022603	0.18
GO:0001763	kappa	GO:0009986	0.05
GO:0001763	kappa	GO:0042692	0.13
GO:0001763	kappa	GO:0040012	0.11
GO:0001763	kappa	GO:0043410	0.15
GO:0001763	kappa	GO:0070374	0.1
GO:0001763	kappa	GO:0022612	0.56
GO:0050707	kappa	GO:0019932	0.045
GO:0050707	kappa	GO:0051272	0.076
GO:0050707	kappa	GO:0048870	0.038
GO:0050707	kappa	GO:0006935	0.037
GO:0050707	kappa	GO:0005516	-0.015
GO:0050707	kappa	GO:0006874	0.069
GO:0050707	kappa	GO:0005886	0.0085
GO:0050707	kappa	GO:0050776	0.081
GO:0050707	kappa	GO:0031012	-0.014
GO:0050707	kappa	GO:0019955	0.087
GO:0050707	kappa	GO:0004867	-0.0069
GO:0050707	kappa	GO:0050900	0.096
GO:0050707	kappa	GO:0004872	0.054
GO:0050707	kappa	GO:0055002	0.022
GO:0050707	kappa	GO:0042330	0.037
GO:0050707	kappa	GO:0002682	0.069
GO:0050707	kappa	GO:0005509	-0.019
GO:0050707	kappa	GO:0003013	0.0082
GO:0050707	kappa	GO:0055001	0.02
GO:0050707	kappa	GO:0002009	0.013
GO:0050707	kappa	GO:0016324	0.0066
GO:0050707	kappa	GO:0030054	-0.0012
GO:0050707	kappa	GO:0009581	0.083
GO:0050707	kappa	GO:0002429	0.036
GO:0050707	kappa	GO:0015026	-0.005
GO:0050707	kappa	GO:2000147	0.079
GO:0050707	kappa	GO:0060326	0.12
GO:0050707	kappa	GO:0005911	0.023
GO:0050707	kappa	GO:0044420	-0.0095
GO:0050707	kappa	GO:0004888	0.087
GO:0050707	kappa	GO:0003823	0.019
GO:0050707	kappa	GO:0019724	0.11
GO:0050707	kappa	GO:0004714	0.033
GO:0050707	kappa	GO:0050866	0.17
GO:0050707	kappa	GO:0050867	0.13
GO:0050707	kappa	GO:0070372	0.19
GO:0050707	kappa	GO:0014066	0.046
GO:0050707	kappa	GO:2000145	0.075
GO:0050707	kappa	GO:0043062	0.016
GO:0050707	kappa	GO:0007631	-0.006
GO:0050707	kappa	GO:0050778	0.087
GO:0050707	kappa	GO:0004950	0.038
GO:0050707	kappa	GO:0038023	0.067
GO:0050707	kappa	GO:0050663	0.93
GO:0050707	kappa	GO:0002253	0.075
GO:0050707	kappa	GO:0051270	0.066
GO:0050707	kappa	GO:0007416	0.032
GO:0050707	kappa	GO:0072376	0.059
GO:0050707	kappa	GO:0032101	0.11
GO:0050707	kappa	GO:0030334	0.084
GO:0050707	kappa	GO:1901681	-0.012
GO:0050707	kappa	GO:0050808	0.04
GO:0050707	kappa	GO:0045202	0.022
GO:0050707	kappa	GO:0030155	0.043
GO:0050707	kappa	GO:0007186	0.011
GO:0050707	kappa	GO:0005201	-0.0047
GO:0050707	kappa	GO:0061138	0.023
GO:0050707	kappa	GO:0006955	0.057
GO:0050707	kappa	GO:0007528	0.03
GO:0050707	kappa	GO:0002675	0.086
GO:0050707	kappa	GO:0043616	-0.0035
GO:0050707	kappa	GO:0072503	0.065
GO:0050707	kappa	GO:0051674	0.038
GO:0050707	kappa	GO:0048747	0.0088
GO:0050707	kappa	GO:0019838	0.019
GO:0050707	kappa	GO:0040017	0.092
GO:0050707	kappa	GO:0071346	0.045
GO:0050707	kappa	GO:0045216	0.0011
GO:0050707	kappa	GO:0051046	0.34
GO:0050707	kappa	GO:0005178	0.044
GO:0050707	kappa	GO:0005887	0.043
GO:0050707	kappa	GO:0005913	-0.008
GO:0050707	kappa	GO:0051249	0.12
GO:0050707	kappa	GO:0004871	0.037
GO:0050707	kappa	GO:0060333	0.031
GO:0050707	kappa	GO:0070160	-0.012
GO:0050707	kappa	GO:0016337	0.066
GO:0050707	kappa	GO:0048729	0.0081
GO:0050707	kappa	GO:0014068	0.058
GO:0050707	kappa	GO:0002250	0.16
GO:0050707	kappa	GO:0001637	0.038
GO:0050707	kappa	GO:0002768	0.027
GO:0050707	kappa	GO:0030198	0.016
GO:0050707	kappa	GO:0050851	0.044
GO:0050707	kappa	GO:0031032	-0.0082
GO:0050707	kappa	GO:0031226	0.046
GO:0050707	kappa	GO:0007600	0.034
GO:0050707	kappa	GO:0055074	0.067
GO:0050707	kappa	GO:0001944	0.014
GO:0050707	kappa	GO:0090257	0.0085
GO:0050707	kappa	GO:0002764	0.044
GO:0050707	kappa	GO:0001653	0.062
GO:0050707	kappa	GO:0005576	0.035
GO:0050707	kappa	GO:0002455	0.12
GO:0050707	kappa	GO:0051050	0.18
GO:0050707	kappa	GO:0018108	0.095
GO:0050707	kappa	GO:0001655	-0.0032
GO:0050707	kappa	GO:0050865	0.12
GO:0050707	kappa	GO:0032940	0.2
GO:0050707	kappa	GO:0060090	-0.015
GO:0050707	kappa	GO:0040011	0.027
GO:0050707	kappa	GO:0072507	0.063
GO:0050707	kappa	GO:0016323	0.0072
GO:0050707	kappa	GO:0005615	0.077
GO:0050707	kappa	GO:0016477	0.043
GO:0050707	kappa	GO:0034329	-1.9e-05
GO:0050707	kappa	GO:0071944	0.0075
GO:0050707	kappa	GO:0070371	0.17
GO:0050707	kappa	GO:0051480	0.08
GO:0050707	kappa	GO:0004713	0.055
GO:0050707	kappa	GO:0072001	-0.001
GO:0050707	kappa	GO:0006959	0.13
GO:0050707	kappa	GO:0004364	-0.005
GO:0050707	kappa	GO:0005912	-0.016
GO:0050707	kappa	GO:0008015	0.0084
GO:0050707	kappa	GO:0002757	0.052
GO:0050707	kappa	GO:0051146	0.0078
GO:0050707	kappa	GO:0035272	0.034
GO:0050707	kappa	GO:0050803	-0.0063
GO:0050707	kappa	GO:0003008	0.0068
GO:0050707	kappa	GO:0030674	-0.015
GO:0050707	kappa	GO:0004930	0.03
GO:0050707	kappa	GO:0006937	0.013
GO:0050707	kappa	GO:0005923	-0.012
GO:0050707	kappa	GO:0043296	-0.013
GO:0050707	kappa	GO:0008528	0.062
GO:0050707	kappa	GO:0019199	0.028
GO:0050707	kappa	GO:0060089	0.037
GO:0050707	kappa	GO:0044459	0.032
GO:0050707	kappa	GO:0030595	0.14
GO:0050707	kappa	GO:0034330	-0.0018
GO:0050707	kappa	GO:0031589	-0.0012
GO:0050707	kappa	GO:0005578	-0.013
GO:0050707	kappa	GO:0002684	0.092
GO:0050707	kappa	GO:0022603	0.013
GO:0050707	kappa	GO:0009986	0.083
GO:0050707	kappa	GO:0042692	0.012
GO:0050707	kappa	GO:0040012	0.071
GO:0050707	kappa	GO:0043410	0.094
GO:0050707	kappa	GO:0070374	0.18
GO:0050707	kappa	GO:0022612	0.014
GO:0019932	kappa	GO:0051272	0.078
GO:0019932	kappa	GO:0048870	0.031
GO:0019932	kappa	GO:0006935	0.029
GO:0019932	kappa	GO:0005516	0.024
GO:0019932	kappa	GO:0006874	0.21
GO:0019932	kappa	GO:0005886	0.008
GO:0019932	kappa	GO:0050776	0.023
GO:0019932	kappa	GO:0031012	-0.018
GO:0019932	kappa	GO:0019955	0.012
GO:0019932	kappa	GO:0004867	-0.0079
GO:0019932	kappa	GO:0050900	0.084
GO:0019932	kappa	GO:0004872	0.021
GO:0019932	kappa	GO:0055002	0.07
GO:0019932	kappa	GO:0042330	0.029
GO:0019932	kappa	GO:0002682	0.034
GO:0019932	kappa	GO:0005509	0.053
GO:0019932	kappa	GO:0003013	0.15
GO:0019932	kappa	GO:0055001	0.08
GO:0019932	kappa	GO:0002009	0.0096
GO:0019932	kappa	GO:0016324	0.03
GO:0019932	kappa	GO:0030054	0.0037
GO:0019932	kappa	GO:0009581	0.039
GO:0019932	kappa	GO:0002429	0.04
GO:0019932	kappa	GO:0015026	-0.0055
GO:0019932	kappa	GO:2000147	0.082
GO:0019932	kappa	GO:0060326	0.087
GO:0019932	kappa	GO:0005911	0.0097
GO:0019932	kappa	GO:0044420	-0.012
GO:0019932	kappa	GO:0004888	0.019
GO:0019932	kappa	GO:0003823	0.0084
GO:0019932	kappa	GO:0019724	0.015
GO:0019932	kappa	GO:0004714	0.019
GO:0019932	kappa	GO:0050866	-0.0017
GO:0019932	kappa	GO:0050867	0.035
GO:0019932	kappa	GO:0070372	0.1
GO:0019932	kappa	GO:0014066	0.071
GO:0019932	kappa	GO:2000145	0.064
GO:0019932	kappa	GO:0043062	0.0044
GO:0019932	kappa	GO:0007631	0.019
GO:0019932	kappa	GO:0050778	0.019
GO:0019932	kappa	GO:0004950	0.05
GO:0019932	kappa	GO:0038023	0.025
GO:0019932	kappa	GO:0050663	0.041
GO:0019932	kappa	GO:0002253	0.019
GO:0019932	kappa	GO:0051270	0.063
GO:0019932	kappa	GO:0007416	-0.0072
GO:0019932	kappa	GO:0072376	-0.0097
GO:0019932	kappa	GO:0032101	0.086
GO:0019932	kappa	GO:0030334	0.072
GO:0019932	kappa	GO:1901681	0.0022
GO:0019932	kappa	GO:0050808	0.0049
GO:0019932	kappa	GO:0045202	0.035
GO:0019932	kappa	GO:0030155	0.08
GO:0019932	kappa	GO:0007186	0.087
GO:0019932	kappa	GO:0005201	-0.0051
GO:0019932	kappa	GO:0061138	0.041
GO:0019932	kappa	GO:0006955	0.015
GO:0019932	kappa	GO:0007528	0.017
GO:0019932	kappa	GO:0002675	0.025
GO:0019932	kappa	GO:0043616	-0.0037
GO:0019932	kappa	GO:0072503	0.2
GO:0019932	kappa	GO:0051674	0.031
GO:0019932	kappa	GO:0048747	0.069
GO:0019932	kappa	GO:0019838	0.0084
GO:0019932	kappa	GO:0040017	0.08
GO:0019932	kappa	GO:0071346	0.013
GO:0019932	kappa	GO:0045216	-0.0079
GO:0019932	kappa	GO:0051046	0.074
GO:0019932	kappa	GO:0005178	0.027
GO:0019932	kappa	GO:0005887	0.017
GO:0019932	kappa	GO:0005913	-0.0093
GO:0019932	kappa	GO:0051249	0.023
GO:0019932	kappa	GO:0004871	0.026
GO:0019932	kappa	GO:0060333	0.00012
GO:0019932	kappa	GO:0070160	-0.015
GO:0019932	kappa	GO:0016337	0.058
GO:0019932	kappa	GO:0048729	0.0037
GO:0019932	kappa	GO:0014068	0.06
GO:0019932	kappa	GO:0002250	0.018
GO:0019932	kappa	GO:0001637	0.05
GO:0019932	kappa	GO:0002768	0.048
GO:0019932	kappa	GO:0030198	0.0044
GO:0019932	kappa	GO:0050851	0.054
GO:0019932	kappa	GO:0031032	0.014
GO:0019932	kappa	GO:0031226	0.016
GO:0019932	kappa	GO:0007600	0.031
GO:0019932	kappa	GO:0055074	0.2
GO:0019932	kappa	GO:0001944	0.031
GO:0019932	kappa	GO:0090257	0.27
GO:0019932	kappa	GO:0002764	0.034
GO:0019932	kappa	GO:0001653	0.039
GO:0019932	kappa	GO:0005576	0.013
GO:0019932	kappa	GO:0002455	0.013
GO:0019932	kappa	GO:0051050	0.095
GO:0019932	kappa	GO:0018108	0.057
GO:0019932	kappa	GO:0001655	-0.00093
GO:0019932	kappa	GO:0050865	0.024
GO:0019932	kappa	GO:0032940	0.06
GO:0019932	kappa	GO:0060090	-0.0064
GO:0019932	kappa	GO:0040011	0.023
GO:0019932	kappa	GO:0072507	0.19
GO:0019932	kappa	GO:0016323	-0.0017
GO:0019932	kappa	GO:0005615	0.032
GO:0019932	kappa	GO:0016477	0.037
GO:0019932	kappa	GO:0034329	0.0042
GO:0019932	kappa	GO:0071944	0.0065
GO:0019932	kappa	GO:0070371	0.11
GO:0019932	kappa	GO:0051480	0.26
GO:0019932	kappa	GO:0004713	0.051
GO:0019932	kappa	GO:0072001	-0.01
GO:0019932	kappa	GO:0006959	0.0015
GO:0019932	kappa	GO:0004364	0.048
GO:0019932	kappa	GO:0005912	-0.011
GO:0019932	kappa	GO:0008015	0.15
GO:0019932	kappa	GO:0002757	0.022
GO:0019932	kappa	GO:0051146	0.051
GO:0019932	kappa	GO:0035272	0.046
GO:0019932	kappa	GO:0050803	-0.0072
GO:0019932	kappa	GO:0003008	0.067
GO:0019932	kappa	GO:0030674	-0.005
GO:0019932	kappa	GO:0004930	0.033
GO:0019932	kappa	GO:0006937	0.25
GO:0019932	kappa	GO:0005923	-0.015
GO:0019932	kappa	GO:0043296	-0.017
GO:0019932	kappa	GO:0008528	0.039
GO:0019932	kappa	GO:0019199	0.016
GO:0019932	kappa	GO:0060089	0.026
GO:0019932	kappa	GO:0044459	0.017
GO:0019932	kappa	GO:0030595	0.1
GO:0019932	kappa	GO:0034330	0.0013
GO:0019932	kappa	GO:0031589	-0.01
GO:0019932	kappa	GO:0005578	-0.017
GO:0019932	kappa	GO:0002684	0.039
GO:0019932	kappa	GO:0022603	0.03
GO:0019932	kappa	GO:0009986	0.013
GO:0019932	kappa	GO:0042692	0.044
GO:0019932	kappa	GO:0040012	0.061
GO:0019932	kappa	GO:0043410	0.052
GO:0019932	kappa	GO:0070374	0.068
GO:0019932	kappa	GO:0022612	0.043
GO:0051272	kappa	GO:0048870	0.39
GO:0051272	kappa	GO:0006935	0.25
GO:0051272	kappa	GO:0005516	0.0055
GO:0051272	kappa	GO:0006874	0.13
GO:0051272	kappa	GO:0005886	0.025
GO:0051272	kappa	GO:0050776	0.088
GO:0051272	kappa	GO:0031012	0.025
GO:0051272	kappa	GO:0019955	0.075
GO:0051272	kappa	GO:0004867	-0.0087
GO:0051272	kappa	GO:0050900	0.29
GO:0051272	kappa	GO:0004872	0.058
GO:0051272	kappa	GO:0055002	0.083
GO:0051272	kappa	GO:0042330	0.25
GO:0051272	kappa	GO:0002682	0.12
GO:0051272	kappa	GO:0005509	0.0058
GO:0051272	kappa	GO:0003013	0.095
GO:0051272	kappa	GO:0055001	0.079
GO:0051272	kappa	GO:0002009	0.1
GO:0051272	kappa	GO:0016324	0.023
GO:0051272	kappa	GO:0030054	0.064
GO:0051272	kappa	GO:0009581	-0.02
GO:0051272	kappa	GO:0002429	0.085
GO:0051272	kappa	GO:0015026	-0.0059
GO:0051272	kappa	GO:2000147	0.98
GO:0051272	kappa	GO:0060326	0.34
GO:0051272	kappa	GO:0005911	0.064
GO:0051272	kappa	GO:0044420	0.00081
GO:0051272	kappa	GO:0004888	0.083
GO:0051272	kappa	GO:0003823	-0.015
GO:0051272	kappa	GO:0019724	0.024
GO:0051272	kappa	GO:0004714	0.039
GO:0051272	kappa	GO:0050866	0.035
GO:0051272	kappa	GO:0050867	0.12
GO:0051272	kappa	GO:0070372	0.19
GO:0051272	kappa	GO:0014066	0.12
GO:0051272	kappa	GO:2000145	0.68
GO:0051272	kappa	GO:0043062	0.13
GO:0051272	kappa	GO:0007631	-0.0074
GO:0051272	kappa	GO:0050778	0.084
GO:0051272	kappa	GO:0004950	0.044
GO:0051272	kappa	GO:0038023	0.075
GO:0051272	kappa	GO:0050663	0.084
GO:0051272	kappa	GO:0002253	0.062
GO:0051272	kappa	GO:0051270	0.66
GO:0051272	kappa	GO:0007416	0.0077
GO:0051272	kappa	GO:0072376	0.0038
GO:0051272	kappa	GO:0032101	0.24
GO:0051272	kappa	GO:0030334	0.72
GO:0051272	kappa	GO:1901681	0.03
GO:0051272	kappa	GO:0050808	0.0086
GO:0051272	kappa	GO:0045202	0.026
GO:0051272	kappa	GO:0030155	0.3
GO:0051272	kappa	GO:0007186	0.061
GO:0051272	kappa	GO:0005201	-0.0054
GO:0051272	kappa	GO:0061138	0.13
GO:0051272	kappa	GO:0006955	0.075
GO:0051272	kappa	GO:0007528	0.0065
GO:0051272	kappa	GO:0002675	0.029
GO:0051272	kappa	GO:0043616	-0.0039
GO:0051272	kappa	GO:0072503	0.12
GO:0051272	kappa	GO:0051674	0.39
GO:0051272	kappa	GO:0048747	0.075
GO:0051272	kappa	GO:0019838	0.096
GO:0051272	kappa	GO:0040017	0.97
GO:0051272	kappa	GO:0071346	0.033
GO:0051272	kappa	GO:0045216	0.14
GO:0051272	kappa	GO:0051046	0.065
GO:0051272	kappa	GO:0005178	0.15
GO:0051272	kappa	GO:0005887	0.047
GO:0051272	kappa	GO:0005913	-0.011
GO:0051272	kappa	GO:0051249	0.072
GO:0051272	kappa	GO:0004871	0.088
GO:0051272	kappa	GO:0060333	0.0026
GO:0051272	kappa	GO:0070160	0.034
GO:0051272	kappa	GO:0016337	0.11
GO:0051272	kappa	GO:0048729	0.094
GO:0051272	kappa	GO:0014068	0.14
GO:0051272	kappa	GO:0002250	0.058
GO:0051272	kappa	GO:0001637	0.044
GO:0051272	kappa	GO:0002768	0.095
GO:0051272	kappa	GO:0030198	0.13
GO:0051272	kappa	GO:0050851	0.086
GO:0051272	kappa	GO:0031032	0.033
GO:0051272	kappa	GO:0031226	0.053
GO:0051272	kappa	GO:0007600	0.0085
GO:0051272	kappa	GO:0055074	0.12
GO:0051272	kappa	GO:0001944	0.17
GO:0051272	kappa	GO:0090257	0.038
GO:0051272	kappa	GO:0002764	0.072
GO:0051272	kappa	GO:0001653	0.05
GO:0051272	kappa	GO:0005576	0.052
GO:0051272	kappa	GO:0002455	0.018
GO:0051272	kappa	GO:0051050	0.18
GO:0051272	kappa	GO:0018108	0.21
GO:0051272	kappa	GO:0001655	0.076
GO:0051272	kappa	GO:0050865	0.093
GO:0051272	kappa	GO:0032940	0.065
GO:0051272	kappa	GO:0060090	-0.0063
GO:0051272	kappa	GO:0040011	0.3
GO:0051272	kappa	GO:0072507	0.12
GO:0051272	kappa	GO:0016323	0.012
GO:0051272	kappa	GO:0005615	0.12
GO:0051272	kappa	GO:0016477	0.42
GO:0051272	kappa	GO:0034329	0.15
GO:0051272	kappa	GO:0071944	0.026
GO:0051272	kappa	GO:0070371	0.23
GO:0051272	kappa	GO:0051480	0.13
GO:0051272	kappa	GO:0004713	0.1
GO:0051272	kappa	GO:0072001	0.076
GO:0051272	kappa	GO:0006959	0.042
GO:0051272	kappa	GO:0004364	-0.0059
GO:0051272	kappa	GO:0005912	0.072
GO:0051272	kappa	GO:0008015	0.096
GO:0051272	kappa	GO:0002757	0.062
GO:0051272	kappa	GO:0051146	0.094
GO:0051272	kappa	GO:0035272	0.056
GO:0051272	kappa	GO:0050803	0.0077
GO:0051272	kappa	GO:0003008	0.041
GO:0051272	kappa	GO:0030674	-0.015
GO:0051272	kappa	GO:0004930	0.037
GO:0051272	kappa	GO:0006937	0.019
GO:0051272	kappa	GO:0005923	0.034
GO:0051272	kappa	GO:0043296	0.04
GO:0051272	kappa	GO:0008528	0.05
GO:0051272	kappa	GO:0019199	0.066
GO:0051272	kappa	GO:0060089	0.088
GO:0051272	kappa	GO:0044459	0.067
GO:0051272	kappa	GO:0030595	0.31
GO:0051272	kappa	GO:0034330	0.14
GO:0051272	kappa	GO:0031589	0.21
GO:0051272	kappa	GO:0005578	0.028
GO:0051272	kappa	GO:0002684	0.15
GO:0051272	kappa	GO:0022603	0.17
GO:0051272	kappa	GO:0009986	0.14
GO:0051272	kappa	GO:0042692	0.07
GO:0051272	kappa	GO:0040012	0.66
GO:0051272	kappa	GO:0043410	0.18
GO:0051272	kappa	GO:0070374	0.17
GO:0051272	kappa	GO:0022612	0.073
GO:0048870	kappa	GO:0006935	0.34
GO:0048870	kappa	GO:0005516	-5e-05
GO:0048870	kappa	GO:0006874	0.058
GO:0048870	kappa	GO:0005886	0.059
GO:0048870	kappa	GO:0050776	0.13
GO:0048870	kappa	GO:0031012	0.035
GO:0048870	kappa	GO:0019955	0.032
GO:0048870	kappa	GO:0004867	-0.0097
GO:0048870	kappa	GO:0050900	0.43
GO:0048870	kappa	GO:0004872	0.065
GO:0048870	kappa	GO:0055002	0.052
