EIF3D	8.760	8.951	-0.222	3141223.767
EIF3E	8.745	9.689	-0.954	5324804.055
EIF3F	8.129	8.697	-0.636	7925412.343
EIF3G	7.909	7.976	-0.168	1039701.527
EIF3H	8.529	9.148	-0.665	2094533.474
EIF3I	8.297	8.401	-0.107	2577754.276
EIF3J	7.405	6.691	0.619	886410.3118
EIF3K	8.105	8.041	0.010	1454094.971
EIF3L	7.888	9.580	-1.619	3426957.311
EIF3M	8.914	8.714	0.114	2485323.172
EIF4A1	11.157	10.400	0.738	NA
EIF4A2	7.680	8.629	-0.918	2155768.771
EIF4A3	8.193	7.257	0.942	NA
EIF4B	8.590	10.120	-1.467	1440499.674
EIF4E	7.558	6.623	0.758	1310250.126
EIF4E2	6.516	6.298	0.248	240109.0363
EIF4EBP1	3.753	4.324	-0.707	NA
EIF4EBP2	3.792	4.555	-1.100	NA
EIF4ENIF1	6.118	5.967	0.267	NA
EIF4G1	9.694	9.572	0.222	1765174.45
EIF4H	8.523	7.996	0.623	4052233.789
EIF5	7.176	7.513	-0.389	1671840.878
EIF5A	8.840	8.288	0.515	498297.8929
EIF5A2	1.319	0.008	0.876	NA
EIF5AL1	3.039	3.591	-0.535	NA
EIF5B	9.125	8.452	0.744	1606977.859
EIF6	7.435	6.715	0.757	2950237.329
ELAC1	3.549	3.132	0.393	NA
ELAC2	6.599	7.266	-0.572	445322.7536
ELAVL1	7.841	6.582	1.090	5489894.104
ELF1	7.189	7.271	0.019	NA
ELF2	5.256	4.858	0.207	NA
ELF4	5.513	5.566	-0.009	NA
ELK1	2.123	5.422	-3.438	NA
ELK4	4.337	4.533	-0.395	NA
ELL	5.056	4.999	0.176	NA
ELL2	5.754	6.916	-1.347	NA
ELMO1	7.445	6.603	0.942	1358523.468
ELMO2	5.799	5.182	0.520	189289.7582
ELMOD2	4.859	2.898	2.027	57759.39533
ELMOD3	1.639	2.803	-1.328	NA
ELMSAN1	5.345	5.998	-0.667	87067.23894
ELOF1	5.693	4.736	1.030	NA
ELOVL1	5.849	5.614	0.292	124054.5061
ELOVL5	7.013	6.050	0.813	38577.49976
ELOVL6	3.997	2.642	1.335	NA
ELP2	7.303	6.830	0.536	150380.0697
ELP3	6.442	5.926	0.578	381212.5332
ELP4	5.417	4.824	0.600	NA
ELP5	5.340	5.290	0.105	NA
ELP6	5.412	4.660	0.783	NA
EMB	4.373	4.644	-0.577	NA
EMC1	7.155	6.119	1.025	609458.456
EMC10	5.215	5.307	0.011	NA
EMC2	6.427	5.691	0.837	374041.7788
EMC3	5.596	5.225	0.309	632022.0802
EMC4	5.568	5.380	0.290	415783.166
EMC6	2.871	1.480	1.308	NA
EMC7	6.141	5.544	0.666	697566.5375
EMC8	4.658	4.577	0.216	197231.178
EMC9	3.648	3.644	0.041	NA
EMD	5.244	5.112	0.091	1219248.18
EME1	4.341	4.563	-0.219	NA
EMID1	3.268	4.536	-1.486	NA
EMILIN2	2.568	3.039	-0.572	NA
EML2	6.109	6.404	-0.219	NA
EML3	5.014	5.988	-0.890	143421.0524
EML4	6.764	6.723	-0.027	404267.2598
EMP3	6.948	5.981	0.986	NA
EMR1	2.681	1.587	1.429	NA
EMR2	3.288	1.330	1.817	NA
ENC1	5.921	4.710	1.344	NA
ENDOD1	4.658	4.582	0.007	NA
ENDOG	3.216	3.102	0.092	NA
ENDOV	1.953	1.632	0.090	NA
ENGASE	1.301	1.292	0.059	NA
ENKD1	1.282	2.800	-1.383	NA
ENO1	12.096	11.571	0.563	NA
ENO2	7.187	6.241	1.090	2588214.658
ENO3	2.216	3.002	-0.395	1178209.641
ENOPH1	6.289	5.609	0.819	508693.4113
ENOSF1	4.599	4.765	-0.092	NA
ENOX2	3.372	3.501	-0.216	NA
ENPP2	4.841	3.721	1.094	NA
ENPP4	5.208	3.978	1.044	NA
ENSA	6.640	6.782	-0.282	NA
ENTHD2	2.590	3.357	-0.666	NA
ENTPD1	8.175	8.472	-0.403	1035777.179
ENTPD4	3.645	4.480	-0.999	NA
ENTPD5	1.887	2.936	-1.046	NA
ENTPD6	4.115	4.849	-0.869	NA
ENTPD7	3.169	2.958	-0.159	NA
ENY2	7.376	5.491	1.790	681615.4761
EOGT	3.659	2.429	1.273	NA
EP300	6.677	7.039	-0.180	NA
EP400NL	1.565	1.368	0.537	NA
EPB41	5.663	5.300	0.418	491089.5414
EPB41L2	7.576	7.177	0.306	759097.5503
EPB41L5	4.478	3.345	0.801	NA
EPC1	4.501	5.245	-0.879	NA
EPC2	3.759	4.889	-1.242	NA
EPDR1	3.178	2.984	-0.337	NA
EPG5	5.699	5.454	0.332	NA
EPHB1	3.445	3.640	0.079	NA
EPHX1	2.686	1.388	1.241	NA
EPHX2	4.581	3.586	0.977	NA
EPM2A	1.643	1.643	0.239	NA
EPM2AIP1	5.671	5.161	0.765	NA
EPN1	4.606	5.666	-1.103	64303.29796
EPN2	1.838	2.182	-0.608	NA
EPOR	1.451	1.879	-0.599	NA
EPRS	9.138	9.023	0.175	3156957.651
EPS15	7.192	7.770	-0.595	475325.999
EPS15L1	6.094	5.553	0.917	111900.8626
EPS8	4.749	3.915	0.151	NA
EPS8L2	2.491	2.950	-0.067	NA
EPSTI1	5.805	6.385	-0.715	NA
EPT1	6.043	3.858	2.282	NA
ERAL1	5.596	5.553	0.037	NA
ERAP1	8.189	7.305	0.873	1697616.722
ERAP2	3.790	4.694	-0.976	NA
ERBB2IP	6.536	7.515	-1.072	NA
ERC1	4.109	2.480	1.541	NA
ERCC1	4.664	5.164	-0.481	NA
ERCC2	5.534	5.274	0.337	261449.9231
ERCC3	5.742	6.268	-0.510	NA
ERCC4	5.322	4.194	1.226	NA
ERCC5	6.636	6.974	-0.251	12904.15028
ERCC6	3.997	3.858	0.267	NA
ERCC6L	5.857	4.919	0.863	62539.57683
ERCC6L2	3.544	3.679	-0.401	NA
ERCC8	3.138	3.449	-0.399	NA
ERF	4.622	5.202	-0.519	NA
ERGIC1	5.328	6.545	-1.302	1786859.168
ERGIC2	5.324	5.700	-0.425	78954.23357
ERGIC3	6.666	7.348	-0.573	84773.73836
ERH	8.245	7.421	0.696	3699501.426
ERI1	5.731	4.495	1.149	NA
ERI2	3.837	4.115	-0.374	NA
ERI3	5.130	4.749	0.463	NA
ERICH1	5.180	5.469	-0.203	NA
ERLEC1	4.936	5.742	-0.938	NA
ERLIN1	4.637	3.673	1.090	NA
ERLIN2	6.023	4.390	1.644	673374.4627
ERMAP	1.002	2.388	-1.509	NA
ERMP1	5.588	4.885	0.604	26243.63831
ERN1	4.037	3.347	0.634	NA
ERO1L	6.830	6.938	-0.039	2847096.087
ERO1LB	4.548	4.619	-0.103	NA
ERP29	7.899	7.831	-0.060	6476059.077
ERP44	8.083	6.926	1.145	3649523.929
ESAM	4.246	4.324	-0.090	NA
ESCO1	3.632	5.325	-1.850	NA
ESCO2	6.666	5.448	1.103	NA
ESD	7.465	6.991	0.458	2621157.432
ESF1	6.638	6.190	0.589	NA
ESPL1	6.338	6.613	-0.261	NA
ESRRA	3.415	5.042	-1.659	NA
ESYT1	8.354	7.795	0.486	NA
ETAA1	3.512	5.241	-1.720	NA
ETF1	8.090	7.544	0.381	2300113.843
ETFA	8.133	7.823	0.367	4081097.472
ETFB	7.054	5.911	1.164	4917873.237
ETFDH	5.641	5.026	0.531	388239.9541
ETHE1	4.773	4.818	0.070	NA
ETNK1	6.836	5.568	1.243	NA
ETS1	7.951	7.102	0.751	NA
ETS2	3.582	2.661	0.908	NA
ETV3	3.982	3.420	0.678	NA
ETV4	2.465	3.368	-0.953	NA
ETV5	5.020	3.495	1.552	NA
ETV6	5.329	5.103	0.089	NA
EVC	1.854	2.907	-0.696	NA
EVI2A	5.189	5.069	0.252	NA
EVI2B	6.249	6.275	-0.134	NA
EVI5	1.477	1.726	0.028	NA
EVI5L	3.018	3.721	-0.621	NA
EVL	6.634	7.273	-0.438	2752681.931
EWSR1	9.311	9.065	0.273	1414706.521
EXD2	3.978	3.555	0.326	2753.94723
EXO1	5.576	5.737	-0.189	NA
EXO5	3.727	3.211	0.532	NA
EXOC1	6.061	5.769	0.292	100511.8879
EXOC2	6.306	5.783	0.386	139785.7588
EXOC3	6.299	6.648	-0.292	60912.3017
EXOC4	6.764	6.552	0.289	214059.2055
EXOC5	6.089	6.551	-0.636	58090.61953
EXOC6	4.776	3.501	1.207	53355.19702
EXOC6B	3.517	1.700	1.751	5490.907121
EXOC7	5.624	5.964	-0.207	NA
EXOC8	5.496	4.124	1.402	80667.68253
EXOG	4.817	3.265	1.709	NA
EXOSC1	5.177	5.204	-0.001	426045.9656
EXOSC10	7.029	7.204	-0.118	365013.426
EXOSC2	6.082	5.318	0.792	436705.0412
EXOSC3	6.473	5.515	0.900	439079.6612
EXOSC4	4.542	4.595	-0.138	461751.282
EXOSC5	5.601	5.165	0.405	443917.1836
EXOSC6	3.410	3.424	0.548	NA
EXOSC7	6.861	5.961	0.942	443303.813
EXOSC8	6.925	6.049	0.733	392068.9617
EXOSC9	7.389	6.637	0.798	524608.8529
EXPH5	3.020	2.078	0.877	NA
EXT1	1.892	3.326	-1.425	NA
EXT2	5.257	4.625	0.631	NA
EXTL2	4.021	3.296	0.582	NA
EXTL3	3.213	4.050	-1.032	7462739.893
EYA3	6.184	4.992	1.307	NA
EZH2	6.891	6.950	0.008	NA
EZR	9.534	9.197	0.727	11485210.35
F11R	6.549	4.972	1.414	414457.7316
F13A1	3.725	2.909	0.386	NA
F2R	1.450	0.549	0.940	NA
F8	1.789	1.144	0.698	NA
FAAH2	2.773	1.390	1.584	NA
FABP3	2.352	2.139	0.000	NA
FABP5	8.001	7.213	0.780	5828257.166
FADD	4.678	4.152	0.653	NA
FADS1	4.893	5.792	-0.801	NA
FADS2	8.228	7.875	0.413	27548.54091
FADS3	1.204	2.312	-1.204	NA
FAF1	6.280	6.956	-0.682	791437.7272
FAF2	6.360	5.445	1.149	694349.8348
FAH	6.012	5.491	0.632	1327347.419
FAHD1	4.908	3.508	1.472	267900.6267
FAHD2A	3.392	3.919	-0.230	NA
FAHD2B	2.419	3.370	-0.915	NA
FAIM	5.443	2.783	2.250	NA
FAIM3	6.868	7.232	-0.289	NA
FAM100B	4.893	6.184	-1.503	NA
FAM102A	2.993	4.369	-1.183	NA
FAM102B	2.937	2.790	0.015	NA
FAM103A1	5.655	4.651	1.016	NA
FAM104A	4.166	4.557	-0.257	NA
FAM104B	1.993	1.928	0.055	NA
FAM105B	5.290	5.176	0.039	107379.2052
FAM107B	5.237	5.315	-0.483	40656.78772
FAM108A1	1.752	5.746	-4.329	NA
FAM108B1	4.829	3.570	1.113	NA
FAM110A	1.760	2.285	-0.374	NA
FAM111A	6.955	6.804	0.063	NA
FAM111B	7.357	6.688	0.684	NA
FAM114A1	1.838	1.546	0.254	NA
FAM114A2	5.593	5.061	0.605	512563.546
FAM115A	5.430	4.138	1.388	NA
FAM115C	3.841	3.813	0.475	NA
FAM117A	3.568	4.955	-1.328	NA
FAM117B	3.387	2.594	1.121	NA
FAM118A	3.830	3.424	0.480	NA
FAM118B	4.721	3.626	1.096	NA
FAM120A	6.713	7.787	-1.154	953929.6467
FAM120B	6.016	5.620	0.418	69423.5321
FAM120C	3.458	2.105	1.479	NA
FAM122A	2.993	3.962	-1.154	NA
FAM122B	3.592	4.127	-0.537	NA
FAM123B	3.544	3.350	0.177	NA
FAM125A	4.564	3.912	0.479	NA
FAM126A	5.243	5.512	-0.424	NA
FAM126B	3.434	3.282	0.170	NA
FAM127A	3.823	2.312	1.600	NA
FAM129A	6.811	6.075	0.832	1899595.044
FAM129C	3.520	4.226	-0.313	NA
FAM133B	5.084	4.737	0.312	NA
FAM134A	3.536	5.831	-2.251	85629.5398
FAM134B	2.060	1.105	0.474	NA
FAM134C	5.572	5.338	0.276	NA
FAM135A	3.442	4.491	-1.487	NA
FAM136A	4.705	4.921	-0.287	449320.8009
FAM13A	2.468	2.157	0.099	NA
FAM13B	4.255	5.381	-0.955	NA
FAM149A	1.946	1.651	-0.574	NA
FAM149B1	1.644	3.810	-2.187	NA
FAM160A2	2.943	4.213	-1.217	NA
FAM160B1	6.126	5.117	1.175	210953.1866
FAM160B2	3.506	4.179	-0.552	NA
FAM161A	3.768	3.413	0.333	NA
FAM161B	1.137	0.973	0.083	NA
FAM162A	6.652	6.750	0.042	NA
FAM165B	2.788	2.430	-0.079	NA
FAM168A	3.305	2.752	0.359	NA
FAM168B	3.337	4.421	-1.101	NA
FAM169A	2.058	1.165	0.995	NA
FAM172A	3.602	3.330	0.251	NA
FAM173A	4.508	3.644	0.608	NA
FAM173B	4.591	3.196	1.529	NA
FAM174A	2.521	2.378	0.131	NA
FAM174B	1.986	1.728	-0.006	NA
FAM175A	3.879	3.429	0.501	NA
FAM175B	5.396	4.482	1.014	409544.3409
FAM177A1	4.285	3.912	0.423	NA
FAM178A	4.515	5.357	-1.046	NA
FAM179B	3.429	4.778	-1.395	NA
FAM185A	3.415	2.797	0.546	NA
FAM188A	3.804	3.735	-0.084	NA
FAM18A	2.449	1.680	1.044	NA
FAM18B1	2.987	3.555	-0.591	NA
FAM190B	2.547	3.718	-1.351	NA
FAM192A	7.034	6.490	0.478	NA
FAM193A	5.445	5.438	0.036	NA
FAM193B	2.893	4.847	-1.901	NA
FAM195A	2.807	4.477	-1.958	NA
FAM199X	3.986	4.065	-0.191	NA
FAM200A	2.598	3.015	-0.460	NA
FAM203A	2.421	0.861	1.473	NA
FAM204A	4.541	4.891	-0.359	NA
FAM206A	3.147	2.080	1.180	NA
FAM207A	4.844	5.314	-0.351	NA
FAM208A	6.236	7.486	-1.368	128551.1555
FAM208B	5.908	6.956	-1.055	NA
FAM20B	3.473	4.101	-0.742	NA
FAM210A	5.093	4.434	0.534	273379.7831
FAM212B	1.745	1.427	0.028	NA
FAM213A	3.200	3.500	-0.440	116540.3127
FAM213B	2.332	1.942	0.464	NA
FAM214A	4.516	5.458	-1.002	NA
FAM216A	4.598	4.996	-0.313	NA
FAM217B	2.216	3.393	-1.107	NA
FAM219B	1.619	3.339	-1.685	NA
FAM21A	4.358	5.263	-0.901	NA
FAM21D	0.829	3.931	-3.150	NA
FAM220A	2.398	3.116	-0.680	NA
FAM221A	2.449	2.034	0.368	NA
FAM227B	0.813	0.584	0.482	NA
FAM32A	5.632	4.988	0.645	NA
FAM35A	4.628	6.256	-1.750	NA
FAM3A	2.927	3.705	-0.672	NA
FAM3C	5.284	5.634	-0.555	1546766.345
FAM45A	3.513	3.824	-0.204	NA
FAM46A	3.087	1.540	1.160	NA
FAM46C	4.275	2.739	2.058	NA
FAM48A	5.606	5.996	-0.650	NA
FAM49B	5.969	6.478	-0.643	1535478.01
FAM50A	6.120	6.185	-0.037	166279.7547
FAM50B	2.900	2.817	-0.092	NA
FAM53B	1.454	2.038	-0.656	NA
FAM53C	3.812	4.709	-1.020	NA
FAM54A	4.946	4.208	0.683	NA
FAM54B	3.032	4.429	-1.383	NA
FAM57A	3.221	3.449	-0.279	NA
FAM60A	6.299	5.888	0.398	NA
FAM63A	3.139	2.671	0.522	NA
FAM63B	2.130	3.091	-1.165	NA
FAM64A	3.146	3.446	-0.491	NA
FAM65B	5.579	5.473	0.570	NA
FAM69A	4.431	3.433	0.859	NA
FAM73A	3.543	2.883	0.671	NA
FAM73B	2.543	3.808	-1.254	NA
FAM76A	2.935	2.491	0.536	NA
FAM76B	4.134	4.623	-0.667	NA
FAM78A	3.548	4.302	-0.926	NA
FAM81A	2.366	4.164	-1.664	NA
FAM82A1	2.019	1.592	0.471	NA
FAM82A2	5.112	4.784	0.306	NA
FAM82B	5.922	5.843	0.088	858332.8964
FAM83D	4.905	4.745	0.107	NA
FAM83G	3.897	4.126	-0.110	NA
FAM86A	3.688	3.730	-0.159	NA
FAM8A1	1.974	2.716	-0.812	NA
FAM91A1	5.585	6.300	-0.934	227314.4981
FAM92A1	3.935	3.745	0.148	419566.491
FAM96A	4.854	6.453	-1.428	217617.2823
FAM96B	5.320	6.192	-0.937	621030.1244
FAM98A	7.315	6.472	0.854	558557.7772
FAM98B	6.781	5.341	1.475	1132019.45
FAM98C	2.416	3.052	-0.679	NA
FAN1	4.395	4.996	-0.607	NA
FANCA	5.317	5.897	-0.513	NA
FANCB	3.575	3.096	0.405	NA
FANCC	5.087	3.283	1.923	NA
FANCD2	7.224	7.042	0.239	111967.0864
FANCE	3.159	3.378	-0.105	NA
FANCF	4.490	3.831	0.790	NA
FANCG	4.749	5.344	-0.788	NA
FANCI	7.809	7.760	0.070	602826.9954
FANCL	5.824	5.000	0.748	NA
FANCM	4.880	5.078	-0.304	NA
FAR1	5.724	5.275	0.453	NA
FAR2	3.997	3.131	0.876	NA
FARP2	5.305	4.706	0.744	NA
FARS2	4.856	4.382	0.412	NA
FARSA	7.230	7.113	0.149	5408563.502
FARSB	7.734	7.111	0.666	2340963.708
FASN	8.830	8.242	0.795	1921270.576
FASTK	3.455	5.905	-2.314	NA
FASTKD1	5.887	6.398	-0.594	61710.96825
FASTKD2	6.759	6.190	0.620	217865.4234
FASTKD3	4.690	4.375	0.175	NA
FASTKD5	6.086	5.752	0.383	NA
FAU	8.777	9.098	-0.160	NA
FBL	8.134	8.523	-0.394	2870071.122
FBN1	6.627	5.623	0.847	NA
FBRSL1	2.105	3.926	-1.687	NA
FBXL12	3.977	3.679	0.385	NA
FBXL14	2.083	3.619	-1.836	NA
FBXL15	2.628	3.321	-0.572	NA
FBXL17	3.858	3.349	0.644	NA
FBXL19	2.728	5.068	-2.338	NA
FBXL20	3.085	2.533	0.460	NA
FBXL3	4.896	4.830	-0.051	NA
FBXL4	4.104	4.067	0.088	NA
FBXL5	5.306	5.543	-0.406	NA
FBXL6	3.569	4.152	-0.602	NA
FBXO10	2.976	4.322	-1.133	NA
FBXO11	5.432	5.683	-0.201	NA
FBXO16	2.479	2.189	0.702	NA
FBXO18	5.296	6.920	-1.857	NA
FBXO21	5.221	4.521	0.713	NA
FBXO22	5.560	5.676	-0.162	NA
FBXO25	3.331	4.452	-1.408	NA
FBXO28	4.972	4.485	0.423	NA
FBXO3	5.431	4.085	1.294	NA
FBXO30	5.329	4.547	0.687	NA
FBXO31	3.985	3.781	0.146	NA
FBXO33	4.702	5.034	-0.216	NA
FBXO34	4.075	5.137	-1.090	NA
FBXO38	6.020	6.183	-0.118	NA
FBXO4	4.292	3.982	0.332	NA
FBXO41	2.468	4.207	-1.614	NA
FBXO42	4.899	5.089	-0.069	NA
FBXO43	1.541	2.620	-1.223	NA
FBXO44	2.831	2.827	0.001	NA
FBXO45	2.892	3.373	-0.555	NA
FBXO46	4.098	5.004	-0.862	NA
FBXO5	6.341	5.819	0.496	NA
FBXO6	4.409	4.567	-0.316	169993.6516
FBXO7	6.360	7.154	-0.901	733307.8587
FBXO8	4.054	4.060	-0.180	NA
FBXO9	4.022	5.165	-1.062	NA
FBXW11	5.962	5.627	0.199	NA
FBXW2	4.760	5.445	-0.702	NA
FBXW4	3.625	4.975	-1.383	NA
FBXW5	3.817	6.336	-2.622	NA
FBXW7	5.846	7.113	-1.252	NA
FBXW8	4.075	3.253	0.715	NA
FBXW9	2.588	2.708	-0.022	NA
FCER2	9.337	8.489	1.026	NA
FCF1	5.415	4.570	0.898	107178.9284
FCGR2B	6.301	6.000	0.339	NA
FCHO1	5.073	5.184	0.058	NA
FCHSD1	3.546	4.297	-0.577	NA
FCHSD2	6.870	6.875	-0.118	NA
FCRL4	2.161	1.221	0.795	NA
FCRL5	5.003	5.516	-0.899	NA
FCRLA	7.658	7.520	0.296	873505.5602
FCRLB	1.319	1.850	-0.529	NA
FDFT1	9.113	8.635	0.743	NA
FDPS	8.719	8.692	0.062	7532467.191
FDX1	5.388	4.339	1.018	NA
FDX1L	3.489	3.095	0.489	NA
FDXACB1	3.573	3.045	0.615	NA
FDXR	5.771	5.788	-0.087	1986145.271
FECH	4.982	4.567	0.490	238798.8037
FEM1A	3.800	5.108	-1.475	NA
FEM1B	4.461	5.353	-1.108	NA
FEM1C	5.110	4.665	0.253	NA
FEN1	7.464	7.117	0.433	NA
FER	4.855	4.298	0.659	NA
FERMT3	7.804	7.858	0.024	3164312.073
FES	3.716	3.844	-0.221	NA
FEZ1	3.563	3.713	-0.514	NA
FEZ2	3.697	3.327	0.368	NA
FFAR2	2.631	1.325	1.306	NA
FGD2	4.576	6.057	-1.450	NA
FGD3	5.183	5.102	0.147	NA
FGD6	4.238	4.432	-0.211	NA
FGF2	1.836	1.048	0.513	NA
FGFR1	4.291	4.935	-0.773	NA
FGFR1OP	5.467	5.059	0.373	118885.0579
FGFR1OP2	5.098	5.393	-0.423	33307.50328
FGGY	3.801	3.171	0.649	NA
FGL2	4.794	3.163	1.199	NA
FGR	4.568	6.314	-1.654	235263.2215
FH	8.179	7.798	0.412	8310768.266
FHIT	2.403	0.681	2.068	NA
FHL3	3.724	2.868	0.928	NA
FHOD1	6.148	6.144	0.169	336527.185
FHOD3	2.530	3.513	-1.259	NA
FIBP	5.686	6.595	-1.053	109469.5057
FICD	2.941	3.065	-0.159	NA
FIG4	5.177	4.967	0.386	3973.735885
FIGNL1	5.388	5.084	0.263	NA
FILIP1L	3.182	2.623	0.591	NA
FIP1L1	6.513	5.546	0.927	42656.46634
FIS1	5.155	5.720	-0.607	560353.2134
FITM2	2.199	0.560	1.418	NA
FIZ1	1.203	2.309	-0.775	NA
FKBP11	5.034	4.771	0.294	569580.5763
FKBP14	1.886	1.660	0.151	NA
FKBP15	6.742	6.867	-0.118	399862.9799
FKBP1A	3.561	5.869	-2.233	18081731.08
FKBP2	5.419	5.331	0.280	1228218.492
FKBP3	7.652	6.708	0.899	4140656.864
FKBP4	7.619	7.517	0.053	6934364.7
FKBP5	6.711	6.157	0.481	1746860.673
FKBP7	3.193	1.520	1.744	NA
FKBP8	6.829	7.795	-1.163	1488040.538
FKBP9	3.093	2.640	0.488	NA
FKBPL	3.017	2.580	0.478	NA
FKRP	2.014	2.312	-0.058	NA
FKTN	3.540	3.073	0.506	NA
FLAD1	4.849	5.337	-0.456	NA
FLCN	4.338	4.349	-0.027	NA
FLI1	5.118	5.823	-0.731	NA
FLII	7.409	7.883	-0.468	921878.7057
FLNA	9.276	10.142	-0.750	455680.4655
FLNB	5.476	7.340	-1.514	52700.95016
FLOT1	6.248	7.139	-0.953	1263952.885
FLOT2	5.471	5.356	0.219	322985.4278
FLT1	4.080	3.302	0.252	NA
FLVCR1	4.377	4.558	-0.189	NA
FLYWCH1	3.673	4.246	-0.657	NA
FMNL1	6.569	6.853	-0.276	901580.8073
FMNL2	2.842	2.944	-0.273	NA
FMNL3	6.164	7.081	-0.752	NA
FMO4	2.992	1.712	1.356	NA
FMR1	5.564	5.356	0.236	NA
FN3KRP	5.637	4.495	1.098	540385.3073
FNBP4	5.900	6.968	-0.983	40914.62467
FNDC3A	6.468	6.951	-0.615	90718.72798
FNDC3B	5.123	5.099	-0.099	NA
FNIP1	2.424	0.825	1.540	NA
FNIP2	3.135	3.927	-1.201	NA
FNTA	5.016	5.493	-0.476	426637.1785
FNTB	1.836	1.343	0.481	NA
FOCAD	7.238	7.154	0.192	183253.9007
FOPNL	5.120	4.384	0.768	NA
FOSL1	1.795	1.308	0.500	NA
FOXJ2	2.712	2.791	-0.259	NA
FOXJ3	5.588	5.037	0.413	NA
FOXK1	4.034	3.715	0.459	163174.3261
FOXK2	3.991	5.869	-1.965	NA
FOXM1	3.932	5.957	-2.266	NA
FOXN2	5.422	4.767	0.631	NA
FOXN3	3.801	5.158	-1.522	NA
FOXO1	5.081	3.703	1.559	NA
FOXO3	2.728	2.957	-0.280	NA
FOXO4	0.708	2.454	-1.768	NA
FOXRED1	5.924	5.309	0.657	278129.1135
FOXRED2	4.102	3.466	0.627	NA
FPGS	5.458	6.012	-0.583	NA
FPGT	4.221	3.370	0.725	NA
FRA10AC1	5.226	4.395	0.707	NA
FRG1	6.021	5.883	0.200	NA
FRG1B	1.178	3.249	-2.371	NA
FRK	2.101	2.009	0.119	NA
FRMD4A	5.336	5.592	-0.347	NA
FRMD8	4.845	4.740	0.148	NA
FRRS1	5.010	3.510	1.441	NA
FRS2	1.058	2.839	-1.783	NA
FRY	3.381	2.969	0.160	NA
FRYL	7.653	7.427	0.274	173398.8485
FSCN1	8.191	8.088	0.259	NA
FSD1L	5.878	4.313	1.208	NA
FTH1	8.047	9.725	-1.939	570815.256
FTL	5.959	10.212	-4.292	NA
FTO	6.167	4.786	1.488	202841.5301
FTSJ1	5.409	5.290	0.057	NA
FTSJ2	5.751	5.413	0.343	NA
FTSJ3	7.435	7.276	0.246	563700.0433
FTSJD1	5.596	5.304	0.072	NA
FTSJD2	7.505	7.286	0.150	519673.9494
FUBP1	8.695	8.386	0.335	3160425.687
FUBP3	5.707	5.840	-0.129	715021.9969
FUCA1	5.201	5.051	0.351	229179.5847
FUCA2	5.068	5.148	-0.145	NA
FUK	3.811	3.941	-0.159	NA
FUNDC1	4.632	3.563	1.069	NA
FUNDC2	5.946	5.548	0.404	558520.4444
FUOM	3.602	3.389	0.335	NA
FURIN	3.751	5.157	-1.463	NA
FUT10	2.462	2.834	-0.337	NA
FUT11	4.268	4.803	-0.584	NA
FUT8	5.725	6.632	-0.811	NA
FUZ	2.438	3.158	-0.764	NA
FXC1	3.982	3.635	0.291	59878.48167
FXN	4.701	3.598	1.162	282464.8952
FXR1	7.648	7.918	-0.340	297664.7527
FXR2	5.597	5.606	0.095	121458.25
FXYD5	6.452	6.000	0.368	NA
FYCO1	3.993	4.049	0.314	NA
FYN	3.190	3.994	-0.565	NA
FYTTD1	6.634	6.274	0.384	NA
FZD3	3.287	3.699	-0.417	NA
FZD6	3.585	3.152	0.525	NA
FZR1	4.973	4.722	0.265	235459.7135
G2E3	5.265	4.832	0.291	NA
G3BP1	9.465	8.194	1.242	2714392.046
G3BP2	8.589	7.434	1.293	673979.9465
G6PC3	4.856	4.378	0.403	NA
G6PD	6.365	5.478	0.973	2285628.056
GAA	3.417	3.348	0.285	NA
GAB2	2.434	2.768	-0.190	NA
GABARAP	7.286	6.197	0.940	344698.2451
GABARAPL2	7.435	5.739	1.726	1746953.797
GABPA	6.158	5.113	1.138	NA
GABPB1	5.623	5.326	0.380	NA
GABPB2	3.441	3.597	-0.373	NA
GADD45A	4.661	4.000	0.656	NA
GADD45B	5.532	5.852	-0.130	NA
GADD45GIP1	5.773	6.212	-0.197	234255.6472
GAK	6.373	6.965	-0.612	191024.1185
GALC	2.986	2.823	0.441	NA
GALE	5.505	4.886	0.655	477378.0433
GALK1	3.843	4.286	-0.462	885848.7479
GALK2	5.742	4.821	0.874	NA
GALM	3.752	2.860	0.939	NA
GALNS	1.849	2.444	-0.400	NA
GALNT1	4.999	6.217	-1.430	NA
GALNT10	4.736	5.154	-0.915	NA
GALNT11	1.053	3.198	-2.104	NA
GALNT2	6.086	6.097	-0.077	334207.0594
GALNT6	4.026	4.283	-0.324	NA
GALNT7	5.992	5.320	0.475	166143.6631
GALNTL4	3.524	3.491	-0.138	NA
GALT	2.872	3.426	-0.437	NA
GAMT	3.020	3.726	-1.031	NA
GAN	3.827	2.095	1.744	NA
GANAB	9.322	8.053	1.332	3207487.532
GANC	5.156	5.061	0.131	NA
GAPDH	12.516	13.097	-0.404	193393368.9
GAPVD1	6.960	6.257	0.743	254932.8322
GAR1	5.599	4.684	0.831	646699.3249
GARS	8.948	8.544	0.539	3099185.927
GART	8.478	7.698	0.716	1703956.13
GAS2	4.821	3.873	0.220	NA
GAS2L3	1.473	2.357	-1.074	NA
GAS7	5.021	4.654	0.469	NA
GAS8	2.356	2.786	-0.431	NA
GATAD1	4.041	3.758	0.502	NA
GATAD2A	5.998	6.433	-0.421	162642.2995
GATAD2B	6.394	4.610	1.892	309043.3441
